what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641101769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641600688
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451641604223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451641607363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451641608252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451641617855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641619453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641641280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451641645466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451641649943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641657545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641675178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641679062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641921331
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451641925484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451641929798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641931945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641935438
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451641936766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451641955350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451641959216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642126627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642130461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642130620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642130736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642133765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642133816
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451642133956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642135131
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1451642135229
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1451642163183
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1451642163294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642164856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642172910
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1451642178265
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1451642180519
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1451642185611
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1451642195675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642197088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642199871
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451642201050
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1451642201221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642202282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642320172
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451642320331
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1451642322396
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1451642323887
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1451642323958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642324323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642342255
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451642344941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642346371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642346623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642346946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642347210
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642347508
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642347827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642348184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642348439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642348744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642350112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642350493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642350793
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642351443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642351886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642352405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642352885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451642353286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451642354951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642355949
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356532
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642356970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642357013
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642357043
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642357112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642357130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642357200
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1451642357212
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451642359649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451642360583
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1451642364552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642368677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642743820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451642746444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451644622456
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451644622965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451644623811
activated,perspective,org.python.pydev,4.4.0.201510052309,"org.python.pydev.ui.PythonPerspective",1451644626425
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451644626443
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451644631392
closed,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451644631392
closed,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451644634340
closed,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451644635538
activated,view,org.python.pydev,4.4.0.201510052309,"org.python.pydev.navigator.view",1451644638432
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451644641295
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451644641362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451644651569
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451647283799
activated,view,org.python.pydev,4.4.0.201510052309,"org.python.pydev.navigator.view",1451647289176
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451647289659
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451647289768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451647293949
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451647295260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451647297865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451647298458
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451647299097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451647309931
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451647310586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451647311827
activated,view,org.python.pydev,4.4.0.201510052309,"org.python.pydev.navigator.view",1451647320926
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451647322439
activated,view,org.python.pydev,4.4.0.201510052309,"org.python.pydev.navigator.view",1451647327650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1451647331347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451647331674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451647332688
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451647332751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451647336401
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451647339041
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451647342694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451647350673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451647352950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451647358488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451647359597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451647391817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451647393752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451647399836
