what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1451696830412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697114958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697124976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451697125615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697126257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697128673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697144148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697148130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697161316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697165533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697169975
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697171467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697187526
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697198938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697334187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697347878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697353512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697362242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697388410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697392551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697413030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697420611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697425394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697431285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697478816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697702855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697760017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697787887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697789659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697791914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697810823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697812774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697819993
activated,view,org.python.pydev,4.4.0.201510052309,"org.python.pydev.navigator.view",1451697823125
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451697833827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697835236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697845379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451697857985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697858659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697861229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697872644
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1451697887320
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697887950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451697895884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451697896346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697897646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451697904416
