what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749333751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749335569
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749344827
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749346483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451749358059
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749358863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451749361478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749362064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749363179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749384106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749391079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749395495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749398319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749414192
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451749416803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749417262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749452621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749464770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749467155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749491918
activated,view,org.python.pydev,4.4.0.201510052309,"org.python.pydev.navigator.view",1451749494814
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1451749506338
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1451749506504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451749513567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749514194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749515309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749538233
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749542640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451749556718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451749558280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749565850
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749567357
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749579433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451749582000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451749582337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451749582765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451749583362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749584248
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1451749584786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1451749585161
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749586332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749587163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749648441
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749650706
closed,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1451749650706
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749664581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749684786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451749686043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749695300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749714762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749720847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749722057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749785761
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749788418
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749788418
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451749789913
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749789913
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749791206
activated,view,org.python.pydev,4.4.0.201510052309,"org.python.pydev.navigator.view",1451749794107
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749802549
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749802617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451749817321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451749822540
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749823298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451749828313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749837382
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749840805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451749844333
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451749845645
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749846949
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451749848346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749848802
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749849434
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451749857943
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749859334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749885148
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451749887268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451749889426
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749890180
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451749893154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451749894477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749901771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451749924106
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749928795
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1451749938727
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749939531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451749941664
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749942927
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1451749943651
