what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451650966577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651002572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651003726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651009972
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451651014070
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1451651019407
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651020592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651022115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651022130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651023157
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1451651023432
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1451651027067
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1451651027187
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1451651033466
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651034906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651036359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1451651036511
activated,editor,org.python.pydev,4.4.0.201510052309,"org.python.pydev.editor.PythonEditor",1451651042158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1451651053584
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1451651058614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1451651059394
